2024-06-15 21:56:01.567 [main] INFO  o.d.chzzkbot.GuribotApplication - Starting GuribotApplication using Java 21.0.1 with PID 34152 (C:\Users\gs521\IdeaProjects\guribot\build\classes\java\main started by gs521 in C:\Users\gs521\IdeaProjects\guribot)
2024-06-15 21:56:01.570 [main] INFO  o.d.chzzkbot.GuribotApplication - The following 1 profile is active: "local"
2024-06-15 21:56:01.631 [main] INFO  o.s.b.d.c.l.DockerComposeLifecycleManager - Using Docker Compose file 'C:\Users\gs521\IdeaProjects\guribot\compose.yaml'
2024-06-15 21:56:03.061 [main] INFO  o.s.b.d.c.l.DockerComposeLifecycleManager - There are already Docker Compose services running, skipping startup
2024-06-15 21:56:04.425 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-06-15 21:56:04.561 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 127 ms. Found 1 JPA repository interface.
2024-06-15 21:56:04.772 [main] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[org.dendrocopos.chzzkbot]' package. Please check your configuration.
2024-06-15 21:56:04.857 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=3c1abcb0-0109-3688-bfc3-ed004ff4a23d
2024-06-15 21:56:05.179 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2024-06-15 21:56:05.182 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2024-06-15 21:56:05.188 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2024-06-15 21:56:05.190 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2024-06-15 21:56:05.192 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2024-06-15 21:56:05.493 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2024-06-15 21:56:05.508 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-06-15 21:56:05.509 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.24]
2024-06-15 21:56:05.610 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-06-15 21:56:10.802 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-06-15 21:56:10.928 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2024-06-15 21:56:10.960 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2024-06-15 21:56:10.960 [main] INFO  c.netflix.discovery.DiscoveryClient - Client configured to neither register nor query for data.
2024-06-15 21:56:10.969 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1718456170967 with initial instances count: 0
2024-06-15 21:56:10.977 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application CHZZKBOT with eureka with status UP
2024-06-15 21:56:10.994 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2024-06-15 21:56:10.995 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
2024-06-15 21:56:11.014 [main] INFO  o.d.chzzkbot.GuribotApplication - Started GuribotApplication in 10.131 seconds (process running for 11.15)
2024-06-15 21:56:11.057 [main] INFO  o.d.c.core.config.WebClientConfig - Request: GET https://api.chzzk.naver.com/service/v1/search/channels?keyword=%EB%AE%A4%EB%A1%9C%EB%82%98&offset=0&size=13&withFirstChannelContent=false
2024-06-15 21:56:11.057 [main] INFO  o.d.c.core.config.WebClientConfig - Accept
2024-06-15 21:56:11.058 [main] INFO  o.d.c.core.config.WebClientConfig - Cookie
2024-06-15 21:56:11.058 [main] INFO  o.d.c.core.config.WebClientConfig - User-Agent
2024-06-15 21:56:11.238 [RMI TCP Connection(1)-192.168.0.2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-06-15 21:56:11.238 [RMI TCP Connection(1)-192.168.0.2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-06-15 21:56:11.240 [RMI TCP Connection(1)-192.168.0.2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2024-06-15 21:56:11.858 [reactor-http-nio-2] INFO  o.d.c.core.config.WebClientConfig - Response: 200 OK
2024-06-15 21:56:11.877 [main] INFO  o.d.chzzkbot.chzzk.main.ChatMain - channelSearch : {"code":200,"message":null,"content":{"size":13,"page":{"next":{"offset":13}},"data":[{"channel":{"channelId":"de59aa8cca4cab79be467383a4d52b3f","channelName":"뮤로나","channelImageUrl":"https://nng-phinf.pstatic.net/MjAyNDAyMDRfMjAw/MDAxNzA3MDUwNjY3NDA2.nzHAm1YlkeIYZJrwYtHbY0VZxKMRcf3Bg5B7E8WdpC4g.eJ9A-byL4Rf4A8VpvxbnbQPaOh1dbXBC0ESbNBTraXgg.PNG/export202308311835377723_-_%EB%B3%B5%EC%82%AC%EB%B3%B8.png","verifiedMark":false,"channelDescription":"로나 진짜 잘하죠?","followerCount":171,"openLive":true,"personalData":{"following":{"following":true,"notification":true,"followDate":"2024-06-09 14:40:09"},"privateUserBlock":false}}}]}}
2024-06-15 21:56:11.886 [main] INFO  o.d.chzzkbot.chzzk.main.ChatMain - search channelInfo : {channel={channelId=de59aa8cca4cab79be467383a4d52b3f, channelName=뮤로나, channelImageUrl=https://nng-phinf.pstatic.net/MjAyNDAyMDRfMjAw/MDAxNzA3MDUwNjY3NDA2.nzHAm1YlkeIYZJrwYtHbY0VZxKMRcf3Bg5B7E8WdpC4g.eJ9A-byL4Rf4A8VpvxbnbQPaOh1dbXBC0ESbNBTraXgg.PNG/export202308311835377723_-_%EB%B3%B5%EC%82%AC%EB%B3%B8.png, verifiedMark=false, channelDescription=로나 진짜 잘하죠?, followerCount=171.0, openLive=true, personalData={following={following=true, notification=true, followDate=2024-06-09 14:40:09}, privateUserBlock=false}}}
2024-06-15 21:56:11.886 [main] INFO  o.d.c.core.config.WebClientConfig - Request: GET https://comm-api.game.naver.com/nng_main/v1/user/getUserStatus
2024-06-15 21:56:11.887 [main] INFO  o.d.c.core.config.WebClientConfig - Accept
2024-06-15 21:56:11.887 [main] INFO  o.d.c.core.config.WebClientConfig - Cookie
2024-06-15 21:56:11.969 [reactor-http-nio-3] INFO  o.d.c.core.config.WebClientConfig - Response: 200 OK
2024-06-15 21:56:11.971 [main] INFO  o.d.chzzkbot.chzzk.main.ChatMain - search myInfo : {hasProfile=true, userIdHash=df8f379a917fea898a0d96ec1e862bbd, nickname=뮤로나 봇, profileImageUrl=https://nng-phinf.pstatic.net/MjAyNDA2MDlfMTQx/MDAxNzE3OTExNTgzNTk5.O3iEsXmLgxETO5a0XWE3M5q_i0KxLIfnZsE3XmXr-NEg.kSY6b6xGdUAItHp2N8IU_H7g6Riho0UoUIhxH9nCX24g.PNG/b3faabb5d0d09446.png, penalties=[], officialNotiAgree=false, officialNotiAgreeUpdatedDate=null, verifiedMark=false, loggedIn=true}
2024-06-15 21:56:11.971 [main] INFO  o.d.c.core.config.WebClientConfig - Request: GET https://api.chzzk.naver.com/polling/v2/channels/de59aa8cca4cab79be467383a4d52b3f/live-status
2024-06-15 21:56:11.971 [main] INFO  o.d.c.core.config.WebClientConfig - Accept
2024-06-15 21:56:11.971 [main] INFO  o.d.c.core.config.WebClientConfig - Cookie
2024-06-15 21:56:11.971 [main] INFO  o.d.c.core.config.WebClientConfig - User-Agent
2024-06-15 21:56:12.071 [reactor-http-nio-2] INFO  o.d.c.core.config.WebClientConfig - Response: 200 OK
2024-06-15 21:56:12.072 [main] INFO  o.d.chzzkbot.chzzk.main.ChatMain - search chatChannelInfo : {liveTitle=오늘 버튜버 데뷔 첫 날!!! 인데 사고 침 ㅎ (ﾉ◕ヮ◕)ﾉ*:･ﾟ, status=OPEN, concurrentUserCount=11.0, accumulateCount=606.0, paidPromotion=false, adult=false, clipActive=true, chatChannelId=N1FUPP, tags=[버츄얼, 버튜버, 로스트아크, 종겜], categoryType=ETC, liveCategory=talk, liveCategoryValue=talk, livePollingStatusJson={"status": "STARTED", "isPublishing": true, "playableStatus": "PLAYABLE", "trafficThrottling": -1, "callPeriodMilliSecond": 10000}, faultStatus=null, userAdultStatus=ADULT, chatActive=true, chatAvailableGroup=ALL, chatAvailableCondition=REAL_NAME, minFollowerMinute=0.0, chatDonationRankingExposure=true}
2024-06-15 21:56:12.072 [main] INFO  o.d.c.core.config.WebClientConfig - Request: GET https://comm-api.game.naver.com/nng_main/v1/chats/access-token?channelId=N1FUPP&chatType=STREAMING
2024-06-15 21:56:12.072 [main] INFO  o.d.c.core.config.WebClientConfig - Accept
2024-06-15 21:56:12.072 [main] INFO  o.d.c.core.config.WebClientConfig - Cookie
2024-06-15 21:56:12.146 [reactor-http-nio-3] INFO  o.d.c.core.config.WebClientConfig - Response: 200 OK
2024-06-15 21:56:12.147 [main] INFO  o.d.chzzkbot.chzzk.main.ChatMain - search tokenInfo : {accessToken=xkzR9A0I52ZMbj3iuCK9jB4HTra4eFVDdU6u92fzAXGdA7MR73xoQAkI3dE3nyvsmEr4AS+nuWETZQMyWfwlefvymO8qEgBw2XoGK4cQ+GI=, temporaryRestrict={temporaryRestrict=false, times=0.0, duration=null, createdTime=null}, realNameAuth=true, extraToken=edG81G4YPXT9x+9SJGGzwu/5EMy+c1OW/q0nRhzPf0Hhl6Kyk36cvmDRfWfDfA0DRdPmiKgwU4a+lFxQhWvzvw==}
2024-06-15 21:56:12.275 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","bdy":{"accTkn":"xkzR9A0I52ZMbj3iuCK9jB4HTra4eFVDdU6u92fzAXGdA7MR73xoQAkI3dE3nyvsmEr4AS+nuWETZQMyWfwlefvymO8qEgBw2XoGK4cQ+GI=","auth":"SEND","uuid":"3cfa565f-e843-4a27-bc19-a3560561aadc","sid":"vxWDLdrOo_SmN95VRmNPL10KnVYpjKv8iHn3LLRYBzeiYyA8zG_23bFBjX8_525Iv_fVBfahBo1yuRfUFXCasA--"},"cmd":10100,"retCode":0,"retMsg":"SUCCESS","tid":"1","cid":"N1FUPP"}
2024-06-15 21:56:12.285 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CONNECTED : 10100
2024-06-15 21:56:12.285 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - openWebSocketJson : {svcid=game, ver=2, bdy={devType=2001, accTkn=xkzR9A0I52ZMbj3iuCK9jB4HTra4eFVDdU6u92fzAXGdA7MR73xoQAkI3dE3nyvsmEr4AS+nuWETZQMyWfwlefvymO8qEgBw2XoGK4cQ+GI=, uid=df8f379a917fea898a0d96ec1e862bbd, auth=SEND, sid=vxWDLdrOo_SmN95VRmNPL10KnVYpjKv8iHn3LLRYBzeiYyA8zG_23bFBjX8_525Iv_fVBfahBo1yuRfUFXCasA--}, cmd=100, tid=1, cid=N1FUPP}
2024-06-15 21:56:12.633 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":19,"uid":"448acb33aff5339a08540f0d9e8e2652","profile":"{\"userIdHash\":\"448acb33aff5339a08540f0d9e8e2652\",\"nickname\":\"칠색딱따구리\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[{\"badgeNo\":939139,\"badgeId\":\"subscription_founder\",\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/1st.png\",\"activated\":true}],\"streamingProperty\":{\"subscription\":{\"accumulativeMonth\":2,\"tier\":1,\"badge\":{\"imageUrl\":\"https://nng-phinf.pstatic.net/glive/subscription/badge/de59aa8cca4cab79be467383a4d52b3f/1/2_1718181131269.png\"}},\"realTimeDonationRanking\":{\"badge\":{\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/bronze.png\"}},\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"볼빵빵?","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"osType\":\"PC\",\"extraToken\":\"GjXQHgCscUAeetqlrAoLNF9y3DtJieNr1iyZb7rg+wztE1yXfJabPib7nY23WWr6UGxXrK2UALXecE9Tj5L3vw==\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"emojis\":{}}","ctime":1718456172615,"utime":1718456172615,"msgTid":null,"msgTime":1718456172615}],"cmd":93101,"tid":"316","cid":"N1FUPP"}
2024-06-15 21:56:12.633 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 칠색딱따구리 : 볼빵빵?
2024-06-15 21:56:17.693 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":20,"uid":"62dcc7e08e9dfd27e6724f15a37f9c19","profile":"{\"userIdHash\":\"62dcc7e08e9dfd27e6724f15a37f9c19\",\"nickname\":\"뮤콩단광대\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[{\"badgeNo\":939103,\"badgeId\":\"subscription_founder\",\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/1st.png\",\"activated\":true}],\"streamingProperty\":{\"subscription\":{\"accumulativeMonth\":2,\"tier\":1,\"badge\":{\"imageUrl\":\"https://nng-phinf.pstatic.net/glive/subscription/badge/de59aa8cca4cab79be467383a4d52b3f/1/2_1718181131269.png\"}},\"realTimeDonationRanking\":{\"badge\":{\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/gold.png\"}},\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"볼이 뽈록해지긴하네요","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"durationTime\":0,\"emojis\":{},\"month\":0,\"osType\":\"AOS\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"tierNo\":0,\"extraToken\":\"H5FPcLOC62wB\\/K1R4\\/GiAZ6xKjAIWQiHc1DyPMABCkPQtnFtGxl+\\/8YMdLgJ5OUw3bAhH3GWU09WCtLqixo1Dg==\"}","ctime":1718456177651,"utime":1718456177651,"msgTid":null,"msgTime":1718456177651}],"cmd":93101,"tid":"806-1718456177586-420","cid":"N1FUPP"}
2024-06-15 21:56:17.694 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 뮤콩단광대 : 볼이 뽈록해지긴하네요
2024-06-15 21:56:32.459 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":20,"uid":"62dcc7e08e9dfd27e6724f15a37f9c19","profile":"{\"userIdHash\":\"62dcc7e08e9dfd27e6724f15a37f9c19\",\"nickname\":\"뮤콩단광대\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[{\"badgeNo\":939103,\"badgeId\":\"subscription_founder\",\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/1st.png\",\"activated\":true}],\"streamingProperty\":{\"subscription\":{\"accumulativeMonth\":2,\"tier\":1,\"badge\":{\"imageUrl\":\"https://nng-phinf.pstatic.net/glive/subscription/badge/de59aa8cca4cab79be467383a4d52b3f/1/2_1718181131269.png\"}},\"realTimeDonationRanking\":{\"badge\":{\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/gold.png\"}},\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"근데 웃상이 뮤사장 이미지랑 잘 맞는듯","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"durationTime\":0,\"emojis\":{},\"month\":0,\"osType\":\"AOS\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"tierNo\":0,\"extraToken\":\"H5FPcLOC62wB\\/K1R4\\/GiAZ6xKjAIWQiHc1DyPMABCkPQtnFtGxl+\\/8YMdLgJ5OUw3bAhH3GWU09WCtLqixo1Dg==\"}","ctime":1718456192335,"utime":1718456192335,"msgTid":null,"msgTime":1718456192335}],"cmd":93101,"tid":"806-1718456192279-421","cid":"N1FUPP"}
2024-06-15 21:56:32.460 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 뮤콩단광대 : 근데 웃상이 뮤사장 이미지랑 잘 맞는듯
2024-06-15 21:56:39.938 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":20,"uid":"9d23526b050ab573eb5265d4932064f8","profile":"{\"userIdHash\":\"9d23526b050ab573eb5265d4932064f8\",\"nickname\":\"뮤로나발닦개\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[],\"streamingProperty\":{\"subscription\":{\"accumulativeMonth\":2,\"tier\":1,\"badge\":{\"imageUrl\":\"https://nng-phinf.pstatic.net/glive/subscription/badge/de59aa8cca4cab79be467383a4d52b3f/1/2_1718181131269.png\"}},\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"버츄얼 페이셜 테스트~","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"osType\":\"PC\",\"extraToken\":\"RUPEHQq7WsbWIMFMTdyRBrHl8Ycb98ZSm9vBQlbf7gI3zUERYRHdD9BaEVuRDeHnTSyRRBbBKRy44RdwN297eA==\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"emojis\":{}}","ctime":1718456199866,"utime":1718456199866,"msgTid":null,"msgTime":1718456199866}],"cmd":93101,"tid":"12","cid":"N1FUPP"}
2024-06-15 21:56:39.939 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 뮤로나발닦개 : 버츄얼 페이셜 테스트~
2024-06-15 21:57:05.898 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":20,"uid":"c605b8e4f199a94b9657d9c40e60b9dc","profile":"{\"userIdHash\":\"c605b8e4f199a94b9657d9c40e60b9dc\",\"nickname\":\"민이s\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[],\"streamingProperty\":{\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"저도 자주 웃어요","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"osType\":\"PC\",\"extraToken\":\"+OMnW0qSAd0ourqKGxBUCLpZFBJML+SsuJyf/Qxx869nstNNh/D0NAVrOFPPav8+FNb8mcuomntoILkZlFNlzg==\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"emojis\":{}}","ctime":1718456225962,"utime":1718456225962,"msgTid":null,"msgTime":1718456225962}],"cmd":93101,"tid":"3","cid":"N1FUPP"}
2024-06-15 21:57:05.898 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 민이s : 저도 자주 웃어요
2024-06-15 21:57:11.616 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":20,"uid":"62dcc7e08e9dfd27e6724f15a37f9c19","profile":"{\"userIdHash\":\"62dcc7e08e9dfd27e6724f15a37f9c19\",\"nickname\":\"뮤콩단광대\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[{\"badgeNo\":939103,\"badgeId\":\"subscription_founder\",\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/1st.png\",\"activated\":true}],\"streamingProperty\":{\"subscription\":{\"accumulativeMonth\":2,\"tier\":1,\"badge\":{\"imageUrl\":\"https://nng-phinf.pstatic.net/glive/subscription/badge/de59aa8cca4cab79be467383a4d52b3f/1/2_1718181131269.png\"}},\"realTimeDonationRanking\":{\"badge\":{\"imageUrl\":\"https://ssl.pstatic.net/static/nng/glive/icon/gold.png\"}},\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"ㅋㅋㅋㅋㅋㅋㅋㅋ","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"durationTime\":0,\"emojis\":{},\"month\":0,\"osType\":\"AOS\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"tierNo\":0,\"extraToken\":\"H5FPcLOC62wB\\/K1R4\\/GiAZ6xKjAIWQiHc1DyPMABCkPQtnFtGxl+\\/8YMdLgJ5OUw3bAhH3GWU09WCtLqixo1Dg==\"}","ctime":1718456231666,"utime":1718456231666,"msgTid":null,"msgTime":1718456231666}],"cmd":93101,"tid":"806-1718456231618-422","cid":"N1FUPP"}
2024-06-15 21:57:11.617 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 뮤콩단광대 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2024-06-15 21:57:12.497 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - Received WebSocket message: {"svcid":"game","ver":"1","bdy":[{"svcid":"game","cid":"N1FUPP","mbrCnt":20,"uid":"c605b8e4f199a94b9657d9c40e60b9dc","profile":"{\"userIdHash\":\"c605b8e4f199a94b9657d9c40e60b9dc\",\"nickname\":\"민이s\",\"profileImageUrl\":\"\",\"userRoleCode\":\"common_user\",\"badge\":null,\"title\":null,\"verifiedMark\":false,\"activityBadges\":[],\"streamingProperty\":{\"nicknameColor\":{\"colorCode\":\"CC000\"}}}","msg":"웃기는 상황이 많이 보여서","msgTypeCode":1,"msgStatusType":"NORMAL","extras":"{\"chatType\":\"STREAMING\",\"osType\":\"PC\",\"extraToken\":\"+OMnW0qSAd0ourqKGxBUCLpZFBJML+SsuJyf/Qxx869nstNNh/D0NAVrOFPPav8+FNb8mcuomntoILkZlFNlzg==\",\"streamingChannelId\":\"de59aa8cca4cab79be467383a4d52b3f\",\"emojis\":{}}","ctime":1718456232418,"utime":1718456232418,"msgTid":null,"msgTime":1718456232418}],"cmd":93101,"tid":"4","cid":"N1FUPP"}
2024-06-15 21:57:12.497 [reactor-http-nio-4] INFO  o.d.chzzkbot.chzzk.main.ChatMain - CHAT :93101 : 민이s : 웃기는 상황이 많이 보여서
